Freq.	V(vo)
Step Information: Run=1  (Run: 1/30)
1.34896288259165e+000	(-4.33032673654527e-005dB,-1.71463218420192e-003°)
1.38038426460288e+000	(-4.33031131793297e-005dB,-1.75457109847692e-003°)
1.41253754462275e+000	(-4.33029517163554e-005dB,-1.79544030957301e-003°)
1.44543977074593e+000	(-4.33027826602288e-005dB,-1.83726148689344e-003°)
1.47910838816821e+000	(-4.33026056030372e-005dB,-1.88005680457987e-003°)
1.51356124843621e+000	(-4.33024202448735e-005dB,-1.92384895327226e-003°)
1.54881661891248e+000	(-4.33022261267154e-005dB,-1.96866115215351e-003°)
1.58489319246111e+000	(-4.33020228435434e-005dB,-2.01451716123783e-003°)
1.62181009735893e+000	(-4.33018099999812e-005dB,-2.06144129399155e-003°)
1.65958690743756e+000	(-4.33015871273633e-005dB,-2.10945843021126e-003°)
1.69824365246174e+000	(-4.33013537550957e-005dB,-2.15859402922625e-003°)
1.73780082874937e+000	(-4.33011094029408e-005dB,-2.20887414337001e-003°)
1.77827941003892e+000	(-4.33008535009783e-005dB,-2.26032543183712e-003°)
1.81970085860998e+000	(-4.33005855448623e-005dB,-2.31297517476470e-003°)
1.86208713666287e+000	(-4.33003049608152e-005dB,-2.36685128776223e-003°)
1.90546071796325e+000	(-4.33000111577014e-005dB,-2.42198233665229e-003°)
1.94984459975804e+000	(-4.32997034990614e-005dB,-2.47839755264592e-003°)
1.99526231496888e+000	(-4.32993813166130e-005dB,-2.53612684783776e-003°)
2.04173794466953e+000	(-4.32990439989697e-005dB,-2.59520083106762e-003°)
2.08929613085404e+000	(-4.32986907708081e-005dB,-2.65565082413575e-003°)
2.13796208950223e+000	(-4.32983208886283e-005dB,-2.71750887844257e-003°)
2.18776162394955e+000	(-4.32979335819285e-005dB,-2.78080779194348e-003°)
2.23872113856834e+000	(-4.32975280223476e-005dB,-2.84558112655818e-003°)
2.29086765276777e+000	(-4.32971033400576e-005dB,-2.91186322597098e-003°)
2.34422881531992e+000	(-4.32966586478730e-005dB,-2.97968923382362e-003°)
2.39883291901949e+000	(-4.32961929882118e-005dB,-3.04909511236895e-003°)
2.45470891568503e+000	(-4.32957053880628e-005dB,-3.12011766152540e-003°)
2.51188643150958e+000	(-4.32951947972680e-005dB,-3.19279453839130e-003°)
2.57039578276886e+000	(-4.32946601839921e-005dB,-3.26716427720343e-003°)
2.63026799189538e+000	(-4.32941003129252e-005dB,-3.34326630978886e-003°)
2.69153480392691e+000	(-4.32935140991937e-005dB,-3.42114098645189e-003°)
2.75422870333816e+000	(-4.32929002592713e-005dB,-3.50082959738011e-003°)
2.81838293126445e+000	(-4.32922574835947e-005dB,-3.58237439453232e-003°)
2.88403150312660e+000	(-4.32915844240275e-005dB,-3.66581861404044e-003°)
2.95120922666638e+000	(-4.32908796263565e-005dB,-3.75120649913825e-003°)
3.01995172040201e+000	(-4.32901415997242e-005dB,-3.83858332361506e-003°)
3.09029543251359e+000	(-4.32893687963772e-005dB,-3.92799541582152e-003°)
3.16227766016837e+000	(-4.32885596107022e-005dB,-4.01949018323438e-003°)
3.23593656929628e+000	(-4.32877122557917e-005dB,-4.11311613759690e-003°)
3.31131121482591e+000	(-4.32868249746322e-005dB,-4.20892292063001e-003°)
3.38844156139202e+000	(-4.32858958597745e-005dB,-4.30696133036478e-003°)
3.46736850452531e+000	(-4.32849230008763e-005dB,-4.40728334806471e-003°)
3.54813389233575e+000	(-4.32839042600131e-005dB,-4.50994216579596e-003°)
3.63078054770101e+000	(-4.32828375060105e-005dB,-4.61499221463036e-003°)
3.71535229097172e+000	(-4.32817204929387e-005dB,-4.72248919349624e-003°)
3.80189396320560e+000	(-4.32805508225033e-005dB,-4.83249009872011e-003°)
3.89045144994280e+000	(-4.32793260202278e-005dB,-4.94505325424311e-003°)
3.98107170553496e+000	(-4.32780434949514e-005dB,-5.06023834255053e-003°)
4.07380277804112e+000	(-4.32767005523297e-005dB,-5.17810643630250e-003°)
4.16869383470335e+000	(-4.32752942926157e-005dB,-5.29872003073156e-003°)
4.26579518801592e+000	(-4.32738217909895e-005dB,-5.42214307676786e-003°)
4.36515832240165e+000	(-4.32722798564757e-005dB,-5.54844101495192e-003°)
4.46683592150962e+000	(-4.32706652884556e-005dB,-5.67768081013436e-003°)
4.57088189614874e+000	(-4.32689745950820e-005dB,-5.80993098697144e-003°)
4.67735141287197e+000	(-4.32672042285766e-005dB,-5.94526166626834e-003°)
4.78630092322637e+000	(-4.32653504280435e-005dB,-6.08374460215055e-003°)
4.89778819368445e+000	(-4.32634092715436e-005dB,-6.22545322011920e-003°)
5.01187233627271e+000	(-4.32613766298059e-005dB,-6.37046265596831e-003°)
5.12861383991364e+000	(-4.32592481758718e-005dB,-6.51884979563347e-003°)
5.24807460249771e+000	(-4.32570194313823e-005dB,-6.67069331595366e-003°)
5.37031796370252e+000	(-4.32546856527869e-005dB,-6.82607372638990e-003°)
5.49540873857623e+000	(-4.32522418515950e-005dB,-6.98507341170763e-003°)
5.62341325190348e+000	(-4.32496829168456e-005dB,-7.14777667566020e-003°)
5.75439937337156e+000	(-4.32470033595595e-005dB,-7.31426978569229e-003°)
5.88843655355588e+000	(-4.32441975393575e-005dB,-7.48464101867153e-003°)
6.02559586074356e+000	(-4.32412594580929e-005dB,-7.65898070770335e-003°)
6.16595001861481e+000	(-4.32381829392177e-005dB,-7.83738129002143e-003°)
6.30957344480192e+000	(-4.32349614011644e-005dB,-8.01993735599768e-003°)
6.45654229034654e+000	(-4.32315880453906e-005dB,-8.20674569930214e-003°)
6.60693448007594e+000	(-4.32280557020861e-005dB,-8.39790536821900e-003°)
6.76082975391980e+000	(-4.32243568909257e-005dB,-8.59351771816354e-003°)
6.91830970918935e+000	(-4.32204837622450e-005dB,-8.79368646542481e-003°)
7.07945784384136e+000	(-4.32164280951116e-005dB,-8.99851774215789e-003°)
7.24435960074988e+000	(-4.32121813233624e-005dB,-9.20812015265034e-003°)
7.41310241300916e+000	(-4.32077343687737e-005dB,-9.42260483091527e-003°)
7.58577575029182e+000	(-4.32030778194628e-005dB,-9.64208549960868e-003°)
7.76247116628690e+000	(-4.31982018691354e-005dB,-9.86667853033233e-003°)
7.94328234724279e+000	(-4.31930960576798e-005dB,-1.00965030053307e-002°)
8.12830516164097e+000	(-4.31877496501496e-005dB,-1.03316807806351e-002°)
8.31763771102669e+000	(-4.31821512789966e-005dB,-1.05723365506687e-002°)
8.51138038202374e+000	(-4.31762890732912e-005dB,-1.08185979143658e-002°)
8.70963589956078e+000	(-4.31701505709682e-005dB,-1.10705954428244e-002°)
8.91250938133743e+000	(-4.31637227622215e-005dB,-1.13284627485371e-002°)
9.12010839355907e+000	(-4.31569920403237e-005dB,-1.15923365562345e-002°)
9.33254300796988e+000	(-4.31499441379797e-005dB,-1.18623567753806e-002°)
9.54992586021433e+000	(-4.31425640289651e-005dB,-1.21386665743532e-002°)
9.77237220955808e+000	(-4.31348361074919e-005dB,-1.24214124563538e-002°)
9.99999999999997e+000	(-4.31267440088425e-005dB,-1.27107443370869e-002°)
1.02329299228075e+001	(-4.31182705245091e-005dB,-1.30068156242489e-002°)
1.04712854805090e+001	(-4.31093977034478e-005dB,-1.33097832988644e-002°)
1.07151930523760e+001	(-4.31001067344305e-005dB,-1.36198079985215e-002°)
1.09647819614318e+001	(-4.30903778891495e-005dB,-1.39370541025466e-002°)
1.12201845430196e+001	(-4.30801904932871e-005dB,-1.42616898191576e-002°)
1.14815362149688e+001	(-4.30695230219849e-005dB,-1.45938872746534e-002°)
1.17489755493953e+001	(-4.30583527980074e-005dB,-1.49338226046778e-002°)
1.20226443461741e+001	(-4.30466561122841e-005dB,-1.52816760476073e-002°)
1.23026877081238e+001	(-4.30344081949789e-005dB,-1.56376320401201e-002°)
1.25892541179416e+001	(-4.30215830737341e-005dB,-1.60018793149857e-002°)
1.28824955169313e+001	(-4.30081535244885e-005dB,-1.63746110011357e-002°)
1.31825673855640e+001	(-4.29940910454413e-005dB,-1.67560247260610e-002°)
1.34896288259165e+001	(-4.29793658281219e-005dB,-1.71463227206033e-002°)
1.38038426460288e+001	(-4.29639466108110e-005dB,-1.75457119261759e-002°)
1.41253754462275e+001	(-4.29478007084357e-005dB,-1.79544041044923e-002°)
1.44543977074592e+001	(-4.29308939055281e-005dB,-1.83726159498427e-002°)
1.47910838816820e+001	(-4.29131902942175e-005dB,-1.88005692039936e-002°)
1.51356124843620e+001	(-4.28946523263050e-005dB,-1.92384907737554e-002°)
1.54881661891248e+001	(-4.28752406927213e-005dB,-1.96866128512961e-002°)
1.58489319246111e+001	(-4.28549142405946e-005dB,-2.01451730372540e-002°)
1.62181009735892e+001	(-4.28336298276363e-005dB,-2.06144144667158e-002°)
1.65958690743755e+001	(-4.28113423067120e-005dB,-2.10945859381370e-002°)
1.69824365246174e+001	(-4.27880043975851e-005dB,-2.15859420452537e-002°)
1.73780082874937e+001	(-4.27635666107349e-005dB,-2.20887433120812e-002°)
1.77827941003892e+001	(-4.27379771007779e-005dB,-2.26032563310425e-002°)
1.81970085860998e+001	(-4.27111816423600e-005dB,-2.31297539043271e-002°)
1.86208713666286e+001	(-4.26831232839608e-005dB,-2.36685151885338e-002°)
1.90546071796324e+001	(-4.26537426082641e-005dB,-2.42198258426886e-002°)
1.94984459975804e+001	(-4.26229772374549e-005dB,-2.47839781797063e-002°)
1.99526231496887e+001	(-4.25907619797985e-005dB,-2.53612713213821e-002°)
2.04173794466952e+001	(-4.25570284564442e-005dB,-2.59520113569941e-002°)
2.08929613085403e+001	(-4.25217050850313e-005dB,-2.65565115056005e-002°)
2.13796208950222e+001	(-4.24847170401521e-005dB,-2.71750922821158e-002°)
2.18776162394954e+001	(-4.24459857326126e-005dB,-2.78080816672555e-002°)
2.23872113856833e+001	(-4.24054291228407e-005dB,-2.84558152814431e-002°)
2.29086765276776e+001	(-4.23629611104642e-005dB,-2.91186365627629e-002°)
2.34422881531991e+001	(-4.23184916500309e-005dB,-2.97968969490633e-002°)
2.39883291901948e+001	(-4.22719264385654e-005dB,-3.04909560642981e-002°)
2.45470891568502e+001	(-4.22231666253051e-005dB,-3.12011819092100e-002°)
2.51188643150957e+001	(-4.21721088734184e-005dB,-3.19279510564580e-002°)
2.57039578276885e+001	(-4.21186448344435e-005dB,-3.26716488502864e-002°)
2.63026799189537e+001	(-4.20626611290026e-005dB,-3.34326696108489e-002°)
2.69153480392690e+001	(-4.20040389716770e-005dB,-3.42114168432890e-002°)
2.75422870333815e+001	(-4.19426540427514e-005dB,-3.50083034516939e-002°)
2.81838293126444e+001	(-4.18783761246615e-005dB,-3.58237519580304e-002°)
2.88403150312659e+001	(-4.18110688956273e-005dB,-3.66581947261832e-002°)
2.95120922666637e+001	(-4.17405895709224e-005dB,-3.75120741912096e-002°)
3.01995172040200e+001	(-4.16667886598630e-005dB,-3.83858430939354e-002°)
3.09029543251358e+001	(-4.15895096263640e-005dB,-3.92799647210196e-002°)
3.16227766016837e+001	(-4.15085885369584e-005dB,-4.01949131506055e-002°)
3.23593656929627e+001	(-4.14238537618557e-005dB,-4.11311735036994e-002°)
3.31131121482590e+001	(-4.13351255708876e-005dB,-4.20892422014029e-002°)
3.38844156139201e+001	(-4.12422157603129e-005dB,-4.30696272281390e-002°)
3.46736850452530e+001	(-4.11449272342984e-005dB,-4.40728484010092e-002°)
3.54813389233574e+001	(-4.10430536105092e-005dB,-4.50994376454273e-002°)
3.63078054770100e+001	(-4.09363788825931e-005dB,-4.61499392771728e-002°)
3.71535229097171e+001	(-4.08246767277931e-005dB,-4.72249102910174e-002°)
3.80189396320559e+001	(-4.07077101887187e-005dB,-4.83249206560725e-002°)
3.89045144994279e+001	(-4.05852311960044e-005dB,-4.94505536180212e-002°)
3.98107170553495e+001	(-4.04569799501749e-005dB,-5.06024060083889e-002°)
4.07380277804111e+001	(-4.03226844481605e-005dB,-5.17810885610203e-002°)
4.16869383470333e+001	(-4.01820597648730e-005dB,-5.29872262359295e-002°)
4.26579518801591e+001	(-4.00348076559035e-005dB,-5.42214585506945e-002°)
4.36515832240164e+001	(-3.98806157850963e-005dB,-5.54844399195741e-002°)
4.46683592150961e+001	(-3.97191571112371e-005dB,-5.67768400005244e-002°)
4.57088189614873e+001	(-3.95500890857329e-005dB,-5.80993440503016e-002°)
4.67735141287196e+001	(-3.93730531820228e-005dB,-5.94526532878368e-002°)
4.78630092322636e+001	(-3.91876737933512e-005dB,-6.08374852660790e-002°)
4.89778819368444e+001	(-3.89935577920735e-005dB,-6.22545742525006e-002°)
5.01187233627270e+001	(-3.87902933782496e-005dB,-6.37046716184704e-002°)
5.12861383991362e+001	(-3.85774494306552e-005dB,-6.51885462376971e-002°)
5.24807460249770e+001	(-3.83545744662746e-005dB,-6.67069848939577e-002°)
5.37031796370250e+001	(-3.81211957627665e-005dB,-6.82607926983274e-002°)
5.49540873857622e+001	(-3.78768182523840e-005dB,-6.98507935161305e-002°)
5.62341325190346e+001	(-3.76209236087614e-005dB,-7.14778304038399e-002°)
5.75439937337154e+001	(-3.73529690781546e-005dB,-7.31427660561590e-002°)
5.88843655355586e+001	(-3.70723862518577e-005dB,-7.48464832635198e-002°)
6.02559586074355e+001	(-3.67785799398759e-005dB,-7.65898853802431e-002°)
6.16595001861479e+001	(-3.64709270282061e-005dB,-7.83738968036099e-002°)
6.30957344480190e+001	(-3.61487749301344e-005dB,-8.01994634640948e-002°)
6.45654229034652e+001	(-3.58114402834407e-005dB,-8.20675533270261e-002°)
6.60693448007593e+001	(-3.54582075694934e-005dB,-8.39791569059365e-002°)
6.76082975391978e+001	(-3.50883276098758e-005dB,-8.59352877878773e-002°)
6.91830970918933e+001	(-3.47010157447852e-005dB,-8.79369831709787e-002°)
7.07945784384134e+001	(-3.42954504907065e-005dB,-8.99853044145344e-002°)
7.24435960074986e+001	(-3.38707715683805e-005dB,-9.20813376019116e-002°)
7.41310241300914e+001	(-3.34260782171800e-005dB,-9.42261941165805e-002°)
7.58577575029180e+001	(-3.29604272134397e-005dB,-9.64210112315702e-002°)
7.76247116628688e+001	(-3.24728307711407e-005dB,-9.86669527126635e-002°)
7.94328234724277e+001	(-3.19622547328620e-005dB,-1.00965209435657e-001°)
8.12830516164095e+001	(-3.14276160606309e-005dB,-1.03317000018005e-001°)
8.31763771102667e+001	(-3.08677807385469e-005dB,-1.05723571465194e-001°)
8.51138038202372e+001	(-3.02815613137866e-005dB,-1.08186199832183e-001°)
8.70963589956076e+001	(-2.96677143026057e-005dB,-1.10706190900266e-001°)
8.91250938133741e+001	(-2.90249377004952e-005dB,-1.13284880869714e-001°)
9.12010839355905e+001	(-2.83518681567558e-005dB,-1.15923637068575e-001°)
9.33254300796986e+001	(-2.76470778973884e-005dB,-1.18623858677987e-001°)
9.54992586021431e+001	(-2.69090720983337e-005dB,-1.21386977474420e-001°)
9.77237220955805e+001	(-2.61362853686426e-005dB,-1.24214458589217e-001°)
9.99999999999995e+001	(-2.53270784487007e-005dB,-1.27107801285854e-001°)
1.02329299228075e+002	(-2.44797350540760e-005dB,-1.30068539755321e-001°)
1.04712854805089e+002	(-2.35924578292986e-005dB,-1.33098243930065e-001°)
1.07151930523760e+002	(-2.26633647606747e-005dB,-1.36198520316908e-001°)
1.09647819614318e+002	(-2.16904851734842e-005dB,-1.39371012849402e-001°)
1.12201845430196e+002	(-2.06717555199337e-005dB,-1.42617403760066e-001°)
1.14815362149688e+002	(-1.96050149183256e-005dB,-1.45939414472969e-001°)
1.17489755493952e+002	(-1.84880007799979e-005dB,-1.49338806517147e-001°)
1.20226443461741e+002	(-1.73183438046455e-005dB,-1.52817382461325e-001°)
1.23026877081237e+002	(-1.60935630769147e-005dB,-1.56376986870457e-001°)
1.25892541179416e+002	(-1.48110606538532e-005dB,-1.60019507284588e-001°)
1.28824955169313e+002	(-1.34681163182479e-005dB,-1.63746875220565e-001°)
1.31825673855640e+002	(-1.20618815798106e-005dB,-1.67561067197124e-001°)
1.34896288259165e+002	(-1.05893736947144e-005dB,-1.71464105783914e-001°)
1.38038426460288e+002	(-9.04746935825194e-006dB,-1.75458060675010e-001°)
1.41253754462275e+002	(-7.43289810630083e-006dB,-1.79545049787492e-001°)
1.44543977074592e+002	(-5.74223531180664e-006dB,-1.83727240385679e-001°)
1.47910838816820e+002	(-3.97189498265473e-006dB,-1.88006850231615e-001°)
1.51356124843620e+002	(-2.11812213238833e-006dB,-1.92386148762438e-001°)
1.54881661891247e+002	(-1.76984768136699e-007dB,-1.96867458295242e-001°)
1.58489319246110e+002	(1.85563430462646e-006dB,-2.01453155260099e-001°)
1.62181009735892e+002	(3.98404640533397e-006dB,-2.06145671461887e-001°)
1.65958690743755e+002	(6.21276597769460e-006dB,-2.10947495371615e-001°)
1.69824365246173e+002	(8.54652019459050e-006dB,-2.15861173447923e-001°)
1.73780082874936e+002	(1.09902590894208e-005dB,-2.20889311489486e-001°)
1.77827941003891e+002	(1.35491658754052e-005dB,-2.26034576019036e-001°)
1.81970085860997e+002	(1.62286680150424e-005dB,-2.31299695699756e-001°)
1.86208713666286e+002	(1.90344488391330e-005dB,-2.36687462784796e-001°)
1.90546071796323e+002	(2.19724594164180e-005dB,-2.42200734600712e-001°)
1.94984459975803e+002	(2.50489313546337e-005dB,-2.47842435065617e-001°)
1.99526231496887e+002	(2.82703897576560e-005dB,-2.53615556242855e-001°)
2.04173794466952e+002	(3.16436674014054e-005dB,-2.59523159931066e-001°)
2.08929613085403e+002	(3.51759189288795e-005dB,-2.65568379291467e-001°)
2.13796208950222e+002	(3.88746362292004e-005dB,-2.71754420513260e-001°)
2.18776162394954e+002	(4.27476641616994e-005dB,-2.78084564518054e-001°)
2.23872113856832e+002	(4.68032173077598e-005dB,-2.84562168704230e-001°)
2.29086765276776e+002	(5.10498973685260e-005dB,-2.91190668732193e-001°)
2.34422881531991e+002	(5.54967112586015e-005dB,-2.97973580351498e-001°)
2.39883291901947e+002	(6.01530904858750e-005dB,-3.04914501270813e-001°)
2.45470891568501e+002	(6.50289109341300e-005dB,-3.12017113071779e-001°)
2.51188643150956e+002	(7.01345138314362e-005dB,-3.19285183167774e-001°)
2.57039578276885e+002	(7.54807277538571e-005dB,-3.26722566808683e-001°)
2.63026799189536e+002	(8.10788914754296e-005dB,-3.34333209132740e-001°)
2.69153480392690e+002	(8.69408781349658e-005dB,-3.42121147266606e-001°)
2.75422870333815e+002	(9.30791203724785e-005dB,-3.50090512474795e-001°)
2.81838293126443e+002	(9.95066365181147e-005dB,-3.58245532359655e-001°)
2.88403150312659e+002	(1.06237058510497e-004dB,-3.66590533113122e-001°)
2.95120922666637e+002	(1.13284660477881e-004dB,-3.75129941821459e-001°)
3.01995172040200e+002	(1.20664389231820e-004dB,-3.83868288824285e-001°)
3.09029543251357e+002	(1.28391895820814e-004dB,-3.92810210129190e-001°)
3.16227766016836e+002	(1.36483568762961e-004dB,-4.01960449883266e-001°)
3.23593656929626e+002	(1.44956568847595e-004dB,-4.11323862902952e-001°)
3.31131121482589e+002	(1.53828865293666e-004dB,-4.20905417263571e-001°)
3.38844156139200e+002	(1.63119274113373e-004dB,-4.30710196950045e-001°)
3.46736850452529e+002	(1.72847497776401e-004dB,-4.40743404570233e-001°)
3.54813389233573e+002	(1.83034167102325e-004dB,-4.51010364132448e-001°)
3.63078054770099e+002	(1.93700884976029e-004dB,-4.61516523888693e-001°)
3.71535229097170e+002	(2.04870272059581e-004dB,-4.72267459245233e-001°)
3.80189396320558e+002	(2.16566014789697e-004dB,-4.83268875742154e-001°)
3.89045144994278e+002	(2.28812915512124e-004dB,-4.94526612103583e-001°)
3.98107170553494e+002	(2.41636945186682e-004dB,-5.06046643360332e-001°)
4.07380277804110e+002	(2.55065298211476e-004dB,-5.17835084046719e-001°)
4.16869383470332e+002	(2.69126450185702e-004dB,-5.29898191473428e-001°)
4.26579518801589e+002	(2.83850218342729e-004dB,-5.42242369078272e-001°)
4.36515832240163e+002	(2.99267824385106e-004dB,-5.54874169856797e-001°)
4.46683592150960e+002	(3.15411961019144e-004dB,-5.67800299874726e-001°)
4.57088189614872e+002	(3.32316860942880e-004dB,-5.81027621864262e-001°)
4.67735141287195e+002	(3.50018369486638e-004dB,-5.94563158906388e-001°)
4.78630092322635e+002	(3.68554020522018e-004dB,-6.08414098201280e-001°)
4.89778819368443e+002	(3.87963115932022e-004dB,-6.22587794929096e-001°)
5.01187233627268e+002	(4.08286808894487e-004dB,-6.37091776203405e-001°)
5.12861383991361e+002	(4.29568191005315e-004dB,-6.51933745119608e-001°)
5.24807460249769e+002	(4.51852383539861e-004dB,-6.67121584900778e-001°)
5.37031796370249e+002	(4.75186633027351e-004dB,-6.82663363143413e-001°)
5.49540873857620e+002	(4.99620411214799e-004dB,-6.98567336165672e-001°)
5.62341325190345e+002	(5.25205519832387e-004dB,-7.14841953460705e-001°)
5.75439937337152e+002	(5.51996200367770e-004dB,-7.31495862257858e-001°)
5.88843655355584e+002	(5.80049248670983e-004dB,-7.48537912194499e-001°)
6.02559586074353e+002	(6.09424135362886e-004dB,-7.65977160101406e-001°)
6.16595001861477e+002	(6.40183131548493e-004dB,-7.83822874904662e-001°)
6.30957344480188e+002	(6.72391440705722e-004dB,-8.02084542647157e-001°)
6.45654229034650e+002	(7.06117336482097e-004dB,-8.20771871632870e-001°)
6.60693448007591e+002	(7.41432307381567e-004dB,-8.39894797697182e-001°)
6.76082975391976e+002	(7.78411207790226e-004dB,-8.59463489606635e-001°)
6.91830970918931e+002	(8.17132416289987e-004dB,-8.79488354591608e-001°)
7.07945784384132e+002	(8.57678001588127e-004dB,-8.99980044015523e-001°)
7.24435960074984e+002	(9.00133895883198e-004dB,-9.20949459184301e-001°)
7.41310241300911e+002	(9.44590076586895e-004dB,-9.42407757299950e-001°)
7.58577575029177e+002	(9.91140756599960e-004dB,-9.64366357562230e-001°)
7.76247116628685e+002	(1.03988458323199e-003dB,-9.86836947422562e-001°)
7.94328234724275e+002	(1.09092484695009e-003dB,-1.00983148899440e+000°)
8.12830516164092e+002	(1.14436969932644e-003dB,-1.03336222562454e+000°)
8.31763771102664e+002	(1.20033238167947e-003dB,-1.05744168862994e+000°)
8.51138038202369e+002	(1.25893146415618e-003dB,-1.08208270420469e+000°)
8.70963589956073e+002	(1.32029109599738e-003dB,-1.10729840050222e+000°)
8.91250938133738e+002	(1.38454126783370e-003dB,-1.13310221489774e+000°)
9.12010839355902e+002	(1.45181808598587e-003dB,-1.15950790143620e+000°)
9.33254300796983e+002	(1.52226405949657e-003dB,-1.18652953847133e+000°)
9.54992586021428e+002	(1.59602840089406e-003dB,-1.21418153650139e+000°)
9.77237220955802e+002	(1.67326734087579e-003dB,-1.24247864620765e+000°)
9.99999999999991e+002	(1.75414445768344e-003dB,-1.27143596670168e+000°)
1.02329299228075e+003	(1.83883102196930e-003dB,-1.30106895398791e+000°)
1.04712854805089e+003	(1.92750635748637e-003dB,-1.33139342964812e+000°)
1.07151930523760e+003	(2.02035821919857e-003dB,-1.36242558975484e+000°)
1.09647819614318e+003	(2.11758318820658e-003dB,-1.39418201402079e+000°)
1.12201845430195e+003	(2.21938708595322e-003dB,-1.42667967519209e+000°)
1.14815362149687e+003	(2.32598540728502e-003dB,-1.45993594869290e+000°)
1.17489755493952e+003	(2.43760377342193e-003dB,-1.49396862252980e+000°)
1.20226443461740e+003	(2.55447840687140e-003dB,-1.52879590746455e+000°)
1.23026877081237e+003	(2.67685662757571e-003dB,-1.56443644746396e+000°)
1.25892541179416e+003	(2.80499737263018e-003dB,-1.60090933043642e+000°)
1.28824955169312e+003	(2.93917174003961e-003dB,-1.63823409926478e+000°)
1.31825673855640e+003	(3.07966355773626e-003dB,-1.67643076314580e+000°)
1.34896288259164e+003	(3.22676997899751e-003dB,-1.71551980924684e+000°)
1.38038426460287e+003	(3.38080210554160e-003dB,-1.75552221469109e+000°)
1.41253754462274e+003	(3.54208563943673e-003dB,-1.79645945888295e+000°)
1.44543977074591e+003	(3.71096156532582e-003dB,-1.83835353618597e+000°)
1.47910838816819e+003	(3.88778686403459e-003dB,-1.88122696896620e+000°)
1.51356124843619e+003	(4.07293525950230e-003dB,-1.92510282101453e+000°)
1.54881661891247e+003	(4.26679799970220e-003dB,-1.97000471136220e+000°)
1.58489319246110e+003	(4.46978467422174e-003dB,-2.01595682850445e+000°)
1.62181009735891e+003	(4.68232406904543e-003dB,-2.06298394504803e+000°)
1.65958690743754e+003	(4.90486506099256e-003dB,-2.11111143279909e+000°)
1.69824365246173e+003	(5.13787755311583e-003dB,-2.16036527830875e+000°)
1.73780082874936e+003	(5.38185345322404e-003dB,-2.21077209889479e+000°)
1.77827941003891e+003	(5.63730769733734e-003dB,-2.26235915915866e+000°)
1.81970085860997e+003	(5.90477931970245e-003dB,-2.31515438801807e+000°)
1.86208713666285e+003	(6.18483257229879e-003dB,-2.36918639627674e+000°)
1.90546071796323e+003	(6.47805809510575e-003dB,-2.42448449475379e+000°)
1.94984459975803e+003	(6.78507413992864e-003dB,-2.48107871299667e+000°)
1.99526231496886e+003	(7.10652784990172e-003dB,-2.53899981860278e+000°)
2.04173794466951e+003	(7.44309659721341e-003dB,-2.59827933717657e+000°)
2.08929613085402e+003	(7.79548938168661e-003dB,-2.65894957294999e+000°)
2.13796208950221e+003	(8.16444829224069e-003dB,-2.72104363009634e+000°)
2.18776162394953e+003	(8.55075003515672e-003dB,-2.78459543476877e+000°)
2.23872113856832e+003	(8.95520753048108e-003dB,-2.84963975789696e+000°)
2.29086765276775e+003	(9.37867158103806e-003dB,-2.91621223877714e+000°)
2.34422881531990e+003	(9.82203261573202e-003dB,-2.98434940949299e+000°)
2.39883291901947e+003	(1.02862225113946e-002dB,-3.05408872020693e+000°)
2.45470891568501e+003	(1.07722164957838e-002dB,-3.12546856536397e+000°)
2.51188643150955e+003	(1.12810351353550e-002dB,-3.19852831085268e+000°)
2.57039578276884e+003	(1.18137464112636e-002dB,-3.27330832217067e+000°)
2.63026799189535e+003	(1.23714678875610e-002dB,-3.34984999364468e+000°)
2.69153480392689e+003	(1.29553689745253e-002dB,-3.42819577875903e+000°)
2.75422870333814e+003	(1.35666732918477e-002dB,-3.50838922164876e+000°)
2.81838293126442e+003	(1.42066611353101e-002dB,-3.59047498981808e+000°)
2.88403150312658e+003	(1.48766720507495e-002dB,-3.67449890814818e+000°)
2.95120922666635e+003	(1.55781075200765e-002dB,-3.76050799426258e+000°)
3.01995172040198e+003	(1.63124337631836e-002dB,-3.84855049532269e+000°)
3.09029543251356e+003	(1.70811846606510e-002dB,-3.93867592633095e+000°)
3.16227766016835e+003	(1.78859648011299e-002dB,-4.03093511002378e+000°)
3.23593656929625e+003	(1.87284526586180e-002dB,-4.12538021844204e+000°)
3.31131121482588e+003	(1.96104039043107e-002dB,-4.22206481627256e+000°)
3.38844156139199e+003	(2.05336548572486e-002dB,-4.32104390606035e+000°)
3.46736850452528e+003	(2.15001260792454e-002dB,-4.42237397539757e+000°)
3.54813389233572e+003	(2.25118261189884e-002dB,-4.52611304620286e+000°)
3.63078054770097e+003	(2.35708554095826e-002dB,-4.63232072621173e+000°)
3.71535229097168e+003	(2.46794103255118e-002dB,-4.74105826280718e+000°)
3.80189396320557e+003	(2.58397874033797e-002dB,-4.85238859932821e+000°)
3.89045144994276e+003	(2.70543877313897e-002dB,-4.96637643400356e+000°)
3.98107170553493e+003	(2.83257215128381e-002dB,-5.08308828166779e+000°)
4.07380277804108e+003	(2.96564128081011e-002dB,-5.20259253842743e+000°)
4.16869383470331e+003	(3.10492044601302e-002dB,-5.32495954945716e+000°)
4.26579518801588e+003	(3.25069632075254e-002dB,-5.45026168011747e+000°)
4.36515832240161e+003	(3.40326849902813e-002dB,-5.57857339059941e+000°)
