Freq.	V(n002)/I(V2)
2.85101826750412e+006	(5.82020622438518e+001dB,-8.33301999911785e+001°)
2.88403150312682e+006	(5.80855830605421e+001dB,-8.34194427704934e+001°)
2.91742701400138e+006	(5.79695036156442e+001dB,-8.35071809282725e+001°)
2.95120922666660e+006	(5.78538136536229e+001dB,-8.35934508382966e+001°)
2.98538261891818e+006	(5.77385032075949e+001dB,-8.36782876355542e+001°)
3.01995172040224e+006	(5.76235625900823e+001dB,-8.37617252703950e+001°)
3.05492111321574e+006	(5.75089823840901e+001dB,-8.38437965587077e+001°)
3.09029543251382e+006	(5.73947534345118e+001dB,-8.39245332294420e+001°)
3.12607936712419e+006	(5.72808668398690e+001dB,-8.40039659708160e+001°)
3.16227766016862e+006	(5.71673139443402e+001dB,-8.40821244734218e+001°)
3.19889510969164e+006	(5.70540863300820e+001dB,-8.41590374713697e+001°)
3.23593656929652e+006	(5.69411758098309e+001dB,-8.42347327815042e+001°)
3.27340694878863e+006	(5.68285744197724e+001dB,-8.43092373408661e+001°)
3.31131121482616e+006	(5.67162744126633e+001dB,-8.43825772421468e+001°)
3.34965439157853e+006	(5.66042682511996e+001dB,-8.44547777675254e+001°)
3.38844156139228e+006	(5.64925486016157e+001dB,-8.45258634206356e+001°)
3.42767786546476e+006	(5.63811083275248e+001dB,-8.45958579581089e+001°)
3.46736850452558e+006	(5.62699404839476e+001dB,-8.46647844177774e+001°)
3.50751873952594e+006	(5.61590383115761e+001dB,-8.47326651474260e+001°)
3.54813389233602e+006	(5.60483952312186e+001dB,-8.47995218309772e+001°)
3.58921934645032e+006	(5.59380048384469e+001dB,-8.48653755143206e+001°)
3.63078054770129e+006	(5.58278608984192e+001dB,-8.49302466293312e+001°)
3.67282300498112e+006	(5.57179573408809e+001dB,-8.49941550170000e+001°)
3.71535229097201e+006	(5.56082882553401e+001dB,-8.50571199498370e+001°)
3.75837404288473e+006	(5.54988478863996e+001dB,-8.51191601529084e+001°)
3.80189396320590e+006	(5.53896306292438e+001dB,-8.51802938237701e+001°)
3.84591782045383e+006	(5.52806310252904e+001dB,-8.52405386526544e+001°)
3.89045144994310e+006	(5.51718437579624e+001dB,-8.52999118399482e+001°)
3.93550075455807e+006	(5.50632636486209e+001dB,-8.53584301145535e+001°)
3.98107170553527e+006	(5.49548856526207e+001dB,-8.54161097506442e+001°)
4.02717034325490e+006	(5.48467048554958e+001dB,-8.54729665838227e+001°)
4.07380277804144e+006	(5.47387164692713e+001dB,-8.55290160267584e+001°)
4.12097519097362e+006	(5.46309158288904e+001dB,-8.55842730838894e+001°)
4.16869383470367e+006	(5.45232983887608e+001dB,-8.56387523658889e+001°)
4.21696503428614e+006	(5.44158597194078e+001dB,-8.56924681032032e+001°)
4.26579518801625e+006	(5.43085955042327e+001dB,-8.57454341589772e+001°)
4.31519076827798e+006	(5.42015015363796e+001dB,-8.57976640419224e+001°)
4.36515832240199e+006	(5.40945737156936e+001dB,-8.58491709180812e+001°)
4.41570447353346e+006	(5.39878080457803e+001dB,-8.58999676225785e+001°)
4.46683592150997e+006	(5.38812006311511e+001dB,-8.59500666704887e+001°)
4.51855944374957e+006	(5.37747476744612e+001dB,-8.59994802675705e+001°)
4.57088189614910e+006	(5.36684454738320e+001dB,-8.60482203205192e+001°)
4.62381021399296e+006	(5.35622904202542e+001dB,-8.60962984467141e+001°)
4.67735141287234e+006	(5.34562789950701e+001dB,-8.61437259835334e+001°)
4.73151258961517e+006	(5.33504077675348e+001dB,-8.61905139975426e+001°)
4.78630092322675e+006	(5.32446733924498e+001dB,-8.62366732932261e+001°)
4.84172367584137e+006	(5.31390726078651e+001dB,-8.62822144210554e+001°)
4.89778819368484e+006	(5.30336022328560e+001dB,-8.63271476858917e+001°)
4.95450190804829e+006	(5.29282591653599e+001dB,-8.63714831543347e+001°)
5.01187233627311e+006	(5.28230403800828e+001dB,-8.64152306625133e+001°)
5.06990708274744e+006	(5.27179429264621e+001dB,-8.64583998228223e+001°)
5.12861383991405e+006	(5.26129639266969e+001dB,-8.65010000312855e+001°)
5.18800038929001e+006	(5.25081005738260e+001dB,-8.65430404736401e+001°)
5.24807460249813e+006	(5.24033501298721e+001dB,-8.65845301321440e+001°)
5.30884444231030e+006	(5.22987099240325e+001dB,-8.66254777914447e+001°)
5.37031796370294e+006	(5.21941773509263e+001dB,-8.66658920446141e+001°)
5.43250331492475e+006	(5.20897498688894e+001dB,-8.67057812987512e+001°)
5.49540873857667e+006	(5.19854249983208e+001dB,-8.67451537805054e+001°)
5.55904257270447e+006	(5.18812003200743e+001dB,-8.67840175413976e+001°)
5.62341325190393e+006	(5.17770734738974e+001dB,-8.68223804628679e+001°)
5.68852930843886e+006	(5.16730421569116e+001dB,-8.68602502610665e+001°)
5.75439937337202e+006	(5.15691041221414e+001dB,-8.68976344919002e+001°)
5.82103217770917e+006	(5.14652571770764e+001dB,-8.69345405552046e+001°)
5.88843655355635e+006	(5.13614991822818e+001dB,-8.69709756994205e+001°)
5.95662143529057e+006	(5.12578280500430e+001dB,-8.70069470258372e+001°)
6.02559586074405e+006	(5.11542417430475e+001dB,-8.70424614924667e+001°)
6.09536897240217e+006	(5.10507382731071e+001dB,-8.70775259182631e+001°)
6.16595001861530e+006	(5.09473156999115e+001dB,-8.71121469867922e+001°)
6.23734835482468e+006	(5.08439721298178e+001dB,-8.71463312499218e+001°)
6.30957344480243e+006	(5.07407057146739e+001dB,-8.71800851314557e+001°)
6.38263486190599e+006	(5.06375146506724e+001dB,-8.72134149305378e+001°)
6.45654229034706e+006	(5.05343971772375e+001dB,-8.72463268250108e+001°)
6.53130552647524e+006	(5.04313515759390e+001dB,-8.72788268744570e+001°)
6.60693448007648e+006	(5.03283761694408e+001dB,-8.73109210236124e+001°)
6.68343917568667e+006	(5.02254693204720e+001dB,-8.73426151050603e+001°)
6.76082975392035e+006	(5.01226294308299e+001dB,-8.73739148423373e+001°)
6.83911647281483e+006	(5.00198549404079e+001dB,-8.74048258526708e+001°)
6.91830970918991e+006	(4.99171443262494e+001dB,-8.74353536497256e+001°)
6.99841996002329e+006	(4.98144961016263e+001dB,-8.74655036460705e+001°)
7.07945784384194e+006	(4.97119088151441e+001dB,-8.74952811559440e+001°)
7.16143410212959e+006	(4.96093810498686e+001dB,-8.75246913975846e+001°)
7.24435960075047e+006	(4.95069114224767e+001dB,-8.75537394957042e+001°)
7.32824533138962e+006	(4.94044985824284e+001dB,-8.75824304836380e+001°)
7.41310241300976e+006	(4.93021412111624e+001dB,-8.76107693057594e+001°)
7.49894209332515e+006	(4.91998380213098e+001dB,-8.76387608193709e+001°)
7.58577575029244e+006	(4.90975877559331e+001dB,-8.76664097972429e+001°)
7.67361489361880e+006	(4.89953891877790e+001dB,-8.76937209291668e+001°)
7.76247116628753e+006	(4.88932411185555e+001dB,-8.77206988242154e+001°)
7.85235634610134e+006	(4.87911423782250e+001dB,-8.77473480125295e+001°)
7.94328234724345e+006	(4.86890918243169e+001dB,-8.77736729471936e+001°)
8.03526122185681e+006	(4.85870883412571e+001dB,-8.77996780060247e+001°)
8.12830516164164e+006	(4.84851308397153e+001dB,-8.78253674932807e+001°)
8.22242649947137e+006	(4.83832182559694e+001dB,-8.78507456414518e+001°)
8.31763771102737e+006	(4.82813495512845e+001dB,-8.78758166127557e+001°)
8.41395141645262e+006	(4.81795237113093e+001dB,-8.79005845007510e+001°)
8.51138038202445e+006	(4.80777397454876e+001dB,-8.79250533319267e+001°)
8.60993752184670e+006	(4.79759966864844e+001dB,-8.79492270671922e+001°)
8.70963589956151e+006	(4.78742935896259e+001dB,-8.79731096031975e+001°)
8.81048873008085e+006	(4.77726295323562e+001dB,-8.79967047740184e+001°)
8.91250938133817e+006	(4.76710036137036e+001dB,-8.80200163521667e+001°)
9.01571137606029e+006	(4.75694149537647e+001dB,-8.80430480502178e+001°)
9.12010839355983e+006	(4.74678626931978e+001dB,-8.80658035218743e+001°)
9.22571427154838e+006	(4.73663459927318e+001dB,-8.80882863633891e+001°)
9.33254300797066e+006	(4.72648640326853e+001dB,-8.81105001146826e+001°)
9.44060876286000e+006	(4.71634160124989e+001dB,-8.81324482605022e+001°)
9.54992586021513e+006	(4.70620011502794e+001dB,-8.81541342317112e+001°)
9.66050878989892e+006	(4.69606186823538e+001dB,-8.81755614062401e+001°)
9.77237220955890e+006	(4.68592678628359e+001dB,-8.81967331102442e+001°)
9.88553094657019e+006	(4.67579479632032e+001dB,-8.82176526192032e+001°)
1.00000000000000e+007	(4.66566582718844e+001dB,-8.82383231588355e+001°)
